Name,Matlab Time(in s),Avg Matlab Time,VS Time(in s),Avg VS Time,Total Time(in s),Avg Total Time
Martha_Beatriz_Roque_,34.9006,47.1815,4.549,4.66537,39.4496,51.8468
Martha_Bowen_,45.2623,47.1815,4.549,4.66537,49.8113,51.8468
Martha_Burk_,41.1103,47.1815,4.867,4.66537,45.9773,51.8468
Martha_Lucia_Ramirez_,53.33,47.1815,4.805,4.66537,58.135,51.8468
Martha_Stewart_,38.6644,47.1815,4.514,4.66537,43.1784,51.8468
Martin_Brodeur_,39.477,47.1815,5.389,4.66537,44.866,51.8468
Martin_Cauchon_,37.0005,47.1815,4.92,4.66537,41.9205,51.8468
Martin_Hoellwarth_,40.074,47.1815,4.428,4.66537,44.502,51.8468
Martin_McCauley_,45.2691,47.1815,4.815,4.66537,50.0841,51.8468
Martin_McGuinness_,40.046,47.1815,4.815,4.66537,44.861,51.8468
Martin_Scorsese_,36.6031,47.1815,4.738,4.66537,41.3411,51.8468
Martin_Sheen_,41.2344,47.1815,4.526,4.66537,45.7604,51.8468
Martin_Verkerk_,36.9179,47.1815,4.876,4.66537,41.7939,51.8468
Martina_Hingis_,39.4824,47.1815,4.897,4.66537,44.3794,51.8468
Martina_McBride_,38.5253,47.1815,4.922,4.66537,43.4473,51.8468
Marty_Mornhinweg_,38.2412,47.1815,4.743,4.66537,42.9842,51.8468
Marwan_Barghouthi_,35.2018,47.1815,4.504,4.66537,39.7058,51.8468
Mary-Kate_Olsen_,36.6536,47.1815,4.861,4.66537,41.5146,51.8468
Mary_Carey_,36.9144,47.1815,4.878,4.66537,41.7924,51.8468
Mary_Landrieu_,38.0023,47.1815,4.354,4.66537,42.3563,51.8468
Mary_Steenburgen_,38.725,47.1815,4.699,4.66537,43.424,51.8468
Mary_Tyler_Moore_,37.145,47.1815,4.843,4.66537,41.988,51.8468
Masahiko_Nagasawa_,40.088,47.1815,4.456,4.66537,44.544,51.8468
Masum_Turker_,34.9402,47.1815,4.607,4.66537,39.5472,51.8468
Mathias_Reichhold_,35.0413,47.1815,4.892,4.66537,39.9333,51.8468
Matt_Damon_,40.1487,47.1815,4.644,4.66537,44.7927,51.8468
Matt_Dillon_,34.4628,47.1815,4.833,4.66537,39.2958,51.8468
Matt_Doherty_,34.1988,47.1815,4.72,4.66537,38.9188,51.8468
Matthew_Broderick_,36.9322,47.1815,4.792,4.66537,41.7242,51.8468
Matthew_Perry_,35.2743,47.1815,4.469,4.66537,39.7433,51.8468
Maureen_Fanning_,33.3502,47.1815,4.389,4.66537,37.7392,51.8468
Max_Mayfield_,38.368,47.1815,4.858,4.66537,43.226,51.8468
Megan_Mullally_,40.1237,47.1815,4.919,4.66537,45.0427,51.8468
Megawati_Sukarnoputri_,36.4214,47.1815,4.486,4.66537,40.9074,51.8468
Meghann_Shaughnessy_,34.9356,47.1815,4.586,4.66537,39.5216,51.8468
Mel_Brooks_,34.6279,47.1815,4.519,4.66537,39.1469,51.8468
Mel_Gibson_,34.9555,47.1815,4.729,4.66537,39.6845,51.8468
Melanie_Griffith_,34.4857,47.1815,5.086,4.66537,39.5717,51.8468
Melissa_Etheridge_,36.5277,47.1815,4.92,4.66537,41.4477,51.8468
Meryl_Streep_,34.3357,47.1815,4.921,4.66537,39.2567,51.8468
Mesut_Yilmaz_,39.4374,47.1815,4.972,4.66537,44.4094,51.8468
Mian_Khursheed_Mehmood_Kasuri_,38.3401,47.1815,4.554,4.66537,42.8941,51.8468
Michael_Ballack_,34.9536,47.1815,5.197,4.66537,40.1506,51.8468
Michael_Bloomberg_,37.2579,47.1815,4.852,4.66537,42.1099,51.8468
Michael_Caine_,40.6511,47.1815,5.208,4.66537,45.8591,51.8468
Michael_Capellas_,38.9487,47.1815,5.114,4.66537,44.0627,51.8468
Michael_Chang_,37.4023,47.1815,4.886,4.66537,42.2883,51.8468
Michael_Chiklis_,36.5862,47.1815,4.486,4.66537,41.0722,51.8468
Michael_Douglas_,38.717,47.1815,5.227,4.66537,43.944,51.8468
Michael_J_Sheehan_,34.6323,47.1815,4.981,4.66537,39.6133,51.8468
Michael_Jackson_,36.8229,47.1815,5.865,4.66537,42.6879,51.8468
Michael_Jordan_,44.3281,47.1815,5.743,4.66537,50.0711,51.8468
Michael_Keaton_,38.1837,47.1815,5.61,4.66537,43.7937,51.8468
Michael_Kostelnik_,33.4123,47.1815,5.577,4.66537,38.9893,51.8468
Michael_Leavitt_,37.2834,47.1815,4.568,4.66537,41.8514,51.8468
Michael_Moore_,38.1768,47.1815,4.834,4.66537,43.0108,51.8468
Michael_Patrick_King_,35.0143,47.1815,4.798,4.66537,39.8123,51.8468
Michael_Phelps_,35.7608,47.1815,4.541,4.66537,40.3018,51.8468
Michael_Powell_,35.1489,47.1815,4.916,4.66537,40.0649,51.8468
Michael_Schumacher_,37.5243,47.1815,4.851,4.66537,42.3753,51.8468
Michael_Sullivan_,35.9795,47.1815,4.43,4.66537,40.4095,51.8468
Michael_Winterbottom_,37.6278,47.1815,4.982,4.66537,42.6098,51.8468
Michel_Duclos_,37.2272,47.1815,4.877,4.66537,42.1042,51.8468
Michel_Temer_,36.8203,47.1815,4.775,4.66537,41.5953,51.8468
Michel_Therrien_,38.5499,47.1815,4.849,4.66537,43.3989,51.8468
Michelle_Branch_,36.59,47.1815,4.873,4.66537,41.463,51.8468
Michelle_Collins_,37.6864,47.1815,4.975,4.66537,42.6614,51.8468
Michelle_Kwan_,36.4524,47.1815,4.5,4.66537,40.9524,51.8468
Michelle_Pfeiffer_,38.4507,47.1815,4.561,4.66537,43.0117,51.8468
Michelle_Rodriguez_,39.0854,47.1815,4.865,4.66537,43.9504,51.8468
Michelle_Yeoh_,40.2126,47.1815,4.688,4.66537,44.9006,51.8468
Mick_Jagger_,35.5899,47.1815,4.505,4.66537,40.0949,51.8468
Miguel_Contreras_,40.164,47.1815,4.806,4.66537,44.97,51.8468
Miguel_Estrada_,38.3251,47.1815,4.562,4.66537,42.8871,51.8468
Mike_Babcock_,39.1045,47.1815,4.869,4.66537,43.9735,51.8468
Mike_Brey_,37.5374,47.1815,4.935,4.66537,42.4724,51.8468
Mike_Helton_,35.9818,47.1815,4.542,4.66537,40.5238,51.8468
Mike_Holmgren_,37.5168,47.1815,4.954,4.66537,42.4708,51.8468
Mike_Krzyzewski_,40.4712,47.1815,4.895,4.66537,45.3662,51.8468
Mike_Martz_,34.7401,47.1815,4.529,4.66537,39.2691,51.8468
Mike_Miller_,37.6604,47.1815,4.661,4.66537,42.3214,51.8468
Mike_Montgomery_,32.8333,47.1815,5.042,4.66537,37.8753,51.8468
Mike_Myers_,39.22,47.1815,4.885,4.66537,44.105,51.8468
Mike_Price_,39.0742,47.1815,4.423,4.66537,43.4972,51.8468
Mike_Scioscia_,37.6918,47.1815,5.001,4.66537,42.6928,51.8468
Mike_Tyson_,37.2794,47.1815,5.121,4.66537,42.4004,51.8468
Mike_Weir_,37.5467,47.1815,4.722,4.66537,42.2687,51.8468
Mikhail_Gorbachev_,38.69,47.1815,4.62,4.66537,43.31,51.8468
Mikhail_Kasyanov_,35.7529,47.1815,4.945,4.66537,40.6979,51.8468
Mikhail_Wehbe_,39.4795,47.1815,4.852,4.66537,44.3315,51.8468
Mikhail_Youzhny_,36.005,47.1815,4.503,4.66537,40.508,51.8468
Mikulas_Dzurinda_,37.7863,47.1815,5.148,4.66537,42.9343,51.8468
Milo_Djukanovic_,38.7513,47.1815,4.9,4.66537,43.6513,51.8468
Milo_Maestrecampo_,36.8853,47.1815,4.471,4.66537,41.3563,51.8468
Minnie_Driver_,38.3461,47.1815,4.614,4.66537,42.9601,51.8468
Mireya_Moscoso_,35.6345,47.1815,4.92,4.66537,40.5545,51.8468
Miroljub_,35.2694,47.1815,4.767,4.66537,40.0364,51.8468
Mitchell_Daniels_,35.0902,47.1815,4.409,4.66537,39.4992,51.8468
Mitoji_Yabunaka_,37.3907,47.1815,4.914,4.66537,42.3047,51.8468
Miyako_Miyazaki_,38.394,47.1815,4.49,4.66537,42.884,51.8468
Mohamed_Benaissa_,40.2539,47.1815,4.491,4.66537,44.7449,51.8468
Mohamed_ElBaradei_,36.9615,47.1815,4.895,4.66537,41.8565,51.8468
Mohammad_Khatami_,35.5209,47.1815,4.499,4.66537,40.0199,51.8468
Mohammed_Al-Douri_,38.4714,47.1815,4.811,4.66537,43.2824,51.8468
Mohammed_Baqir_al-Hakim_,36.2964,47.1815,4.833,4.66537,41.1294,51.8468
Monica_Bellucci_,36.1683,47.1815,4.506,4.66537,40.6743,51.8468
Monica_Lewinsky_,37.2236,47.1815,5.069,4.66537,42.2926,51.8468
Monica_Seles_,34.9068,47.1815,5.077,4.66537,39.9838,51.8468
Monique_Garbrecht-Enfeldt_,33.9394,47.1815,4.767,4.66537,38.7064,51.8468
Morgan_Freeman_,40.6085,47.1815,4.303,4.66537,44.9115,51.8468
Moshe_Katsav_,34.3806,47.1815,4.693,4.66537,39.0736,51.8468
Muammar_Gaddafi_,35.6604,47.1815,4.827,4.66537,40.4874,51.8468
Muhammad_Ali_,38.4546,47.1815,4.407,4.66537,42.8616,51.8468
Muhammad_Saeed_al-Sahhaf_,37.8887,47.1815,4.763,4.66537,42.6517,51.8468
Mukesh_Ambani_,35.1204,47.1815,4.763,4.66537,39.8834,51.8468
Munir_Akram_,34.4081,47.1815,4.396,4.66537,38.8041,51.8468
Nabil_Shaath_,37.2675,47.1815,4.741,4.66537,42.0085,51.8468
Nadia_Petrova_,38.5801,47.1815,4.746,4.66537,43.3261,51.8468
Nadine_Vinzens_,33.7422,47.1815,4.455,4.66537,38.1972,51.8468
Naji_Sabri_,34.4316,47.1815,4.772,4.66537,39.2036,51.8468
Nan_Wang_,37.4656,47.1815,4.413,4.66537,41.8786,51.8468
Nancy_Demme_,32.5386,47.1815,4.834,4.66537,37.3726,51.8468
Nancy_Pelosi_,35.0273,47.1815,4.369,4.66537,39.3963,51.8468
Nancy_Reagan_,33.8613,47.1815,4.455,4.66537,38.3163,51.8468
Nancy_Sinatra_,38.3913,47.1815,4.778,4.66537,43.1693,51.8468
Nanni_Moretti_,35.4825,47.1815,5.118,4.66537,40.6005,51.8468
Naomi_Campbell_,45.9768,47.1815,4.813,4.66537,50.7898,51.8468
Naomi_Watts_,35.8713,47.1815,5.009,4.66537,40.8803,51.8468
Naoto_Kan_,37.3777,47.1815,4.358,4.66537,41.7357,51.8468
Nasser_al-Kidwa_,35.0555,47.1815,4.769,4.66537,39.8245,51.8468
Nastassia_Kinski_,47.9494,47.1815,5.045,4.66537,52.9944,51.8468
Natalie_Cole_,39.9206,47.1815,4.341,4.66537,44.2616,51.8468
Natalie_Coughlin_,38.1241,47.1815,4.671,4.66537,42.7951,51.8468
Natalie_Maines_,39.7419,47.1815,4.654,4.66537,44.3959,51.8468
Natasha_McElhone_,38.5581,47.1815,4.523,4.66537,43.0811,51.8468
Nathalie_Baye_,38.2933,47.1815,4.792,4.66537,43.0853,51.8468
Nathan_Lane_,37.1294,47.1815,4.454,4.66537,41.5834,51.8468
Nebojsa_Pavkovic_,38.0157,47.1815,4.529,4.66537,42.5447,51.8468
Nelson_Mandela_,38.2157,47.1815,4.8,4.66537,43.0157,51.8468
Neri_Marcore_,44.2289,47.1815,4.331,4.66537,48.5599,51.8468
Nestor_Kirchner_,43.0828,47.1815,4.794,4.66537,47.8768,51.8468
Nia_Vardalos_,37.3294,47.1815,4.71,4.66537,42.0394,51.8468
Nicanor_Duarte_Frutos_,42.3202,47.1815,4.476,4.66537,46.7962,51.8468
Nicholas_Byron_,37.8494,47.1815,4.731,4.66537,42.5804,51.8468
Nicholas_Tse_,35.496,47.1815,5.166,4.66537,40.662,51.8468
Nick_Nolte_,37.6256,47.1815,4.767,4.66537,42.3926,51.8468
Nicolas_Cage_,55.8516,47.1815,4.345,4.66537,60.1966,51.8468
Nicolas_Escude_,52.4144,47.1815,4.713,4.66537,57.1274,51.8468
Nicolas_Lapentti_,56.0674,47.1815,4.883,4.66537,60.9504,51.8468
Nicole_Kidman_,51.2872,47.1815,4.324,4.66537,55.6112,51.8468
Nikki_Reed_,53.1896,47.1815,4.724,4.66537,57.9136,51.8468
Noah_Wyle_,53.6278,47.1815,4.725,4.66537,58.3528,51.8468
Noelle_Bush_,52.5083,47.1815,4.341,4.66537,56.8493,51.8468
Nora_Bendijo_,55.2908,47.1815,4.327,4.66537,59.6178,51.8468
Norah_Jones_,48.5966,47.1815,4.715,4.66537,53.3116,51.8468
Norm_Coleman_,35.4133,47.1815,4.692,4.66537,40.1053,51.8468
Norman_Jewison_,43.5183,47.1815,4.778,4.66537,48.2963,51.8468
Norodom_Sihanouk_,40.5589,47.1815,4.576,4.66537,45.1349,51.8468
Nursultan_Nazarbayev_,38.75,47.1815,4.792,4.66537,43.542,51.8468
OJ_Simpson_,41.4012,47.1815,4.748,4.66537,46.1492,51.8468
Oleksandr_Moroz_,54.9241,47.1815,4.473,4.66537,59.3971,51.8468
Olesya_Bonabarenko_,54.4337,47.1815,4.815,4.66537,59.2487,51.8468
Olivia_Newton-John_,52.3047,47.1815,4.487,4.66537,56.7917,51.8468
Omar_Sharif_,50.6973,47.1815,4.552,4.66537,55.2493,51.8468
Oprah_Winfrey_,49.0479,47.1815,4.804,4.66537,53.8519,51.8468
Orlando_Bloom_,50.9833,47.1815,4.753,4.66537,55.7363,51.8468
Orrin_Hatch_,50.634,47.1815,4.608,4.66537,55.242,51.8468
Osama_bin_Laden_,52.1147,47.1815,4.854,4.66537,56.9687,51.8468
Oscar_De_La_Hoya_,53.4978,47.1815,5.116,4.66537,58.6138,51.8468
Oscar_Elias_Biscet_,52.4415,47.1815,5.088,4.66537,57.5295,51.8468
Oswaldo_Paya_,49.2827,47.1815,4.652,4.66537,53.9347,51.8468
Owen_Wilson_,47.8651,47.1815,4.542,4.66537,52.4071,51.8468
Oxana_Fedorova_,42.5615,47.1815,4.88,4.66537,47.4415,51.8468
Ozzy_Osbourne_,44.9433,47.1815,4.405,4.66537,49.3483,51.8468
Padraig_Harrington_,49.6828,47.1815,4.733,4.66537,54.4158,51.8468
Pamela_Anderson_,46.2671,47.1815,4.793,4.66537,51.0601,51.8468
Paradorn_Srichaphan_,36.1749,47.1815,4.447,4.66537,40.6219,51.8468
Paris_Hilton_,37.8129,47.1815,4.752,4.66537,42.5649,51.8468
Parris_Glendening_,38.8106,47.1815,5.115,4.66537,43.9256,51.8468
Pascal_Lamy_,39.1394,47.1815,4.374,4.66537,43.5134,51.8468
Pascal_Quignard_,37.9896,47.1815,4.474,4.66537,42.4636,51.8468
Pat_Burns_,38.2081,47.1815,4.508,4.66537,42.7161,51.8468
Pat_Cox_,35.0086,47.1815,5.162,4.66537,40.1706,51.8468
Patrice_Chereau_,36.8005,47.1815,4.751,4.66537,41.5515,51.8468
Patricia_Clarkson_,42.4401,47.1815,4.397,4.66537,46.8371,51.8468
Patricia_Heaton_,38.326,47.1815,4.798,4.66537,43.124,51.8468
Patrick_Ewing_,49.8256,47.1815,4.648,4.66537,54.4736,51.8468
Patrick_Leahy_,36.8382,47.1815,4.402,4.66537,41.2402,51.8468
Patrick_McEnroe_,45.8618,47.1815,4.772,4.66537,50.6338,51.8468
Patrick_Roy_,40.9212,47.1815,4.434,4.66537,45.3552,51.8468
Patrick_Stewart_,40.133,47.1815,4.541,4.66537,44.674,51.8468
Patti_Labelle_,46.6019,47.1815,5.086,4.66537,51.6879,51.8468
Patty_Schnyder_,45.9683,47.1815,4.809,4.66537,50.7773,51.8468
Paul-Henri_Mathieu_,40.5516,47.1815,4.897,4.66537,45.4486,51.8468
Paul_Bremer_,37.406,47.1815,4.956,4.66537,42.362,51.8468
Paul_Burrell_,42.2822,47.1815,4.576,4.66537,46.8582,51.8468
Paul_Byrd_,46.7296,47.1815,4.819,4.66537,51.5486,51.8468
Paul_Coppin_,41.868,47.1815,4.75,4.66537,46.618,51.8468
Paul_Gascoigne_,45.7319,47.1815,4.378,4.66537,50.1099,51.8468
Paul_Hogan_,48.1093,47.1815,4.876,4.66537,52.9853,51.8468
Paul_Kagame_,50.6437,47.1815,4.378,4.66537,55.0217,51.8468
Paul_Martin_,42.3936,47.1815,4.442,4.66537,46.8356,51.8468
Paul_McCartney_,46.4586,47.1815,4.532,4.66537,50.9906,51.8468
Paul_McNulty_,42.0989,47.1815,4.371,4.66537,46.4699,51.8468
Paul_ONeill_,44.7722,47.1815,4.643,4.66537,49.4152,51.8468
Paul_Patton_,40.5051,47.1815,4.757,4.66537,45.2621,51.8468
Paul_Pierce_,37.5212,47.1815,4.315,4.66537,41.8362,51.8468
Paul_Sarbanes_,39.9944,47.1815,4.9,4.66537,44.8944,51.8468
Paul_Shanley_,36.0736,47.1815,4.647,4.66537,40.7206,51.8468
Paul_Tagliabue_,40.3294,47.1815,4.45,4.66537,44.7794,51.8468
Paul_Wellstone_,46.2985,47.1815,4.756,4.66537,51.0545,51.8468
Paul_William_Hurley_,45.2788,47.1815,4.442,4.66537,49.7208,51.8468
Paul_Wolfowitz_,52.7743,47.1815,4.757,4.66537,57.5313,51.8468
Paula_Radcliffe_,46.7472,47.1815,4.509,4.66537,51.2562,51.8468
Paula_Zahn_,47.733,47.1815,4.526,4.66537,52.259,51.8468
Paulo_Cesar_Pinheiro_,42.272,47.1815,4.831,4.66537,47.103,51.8468
Pedro_Almodovar_,41.4342,47.1815,4.628,4.66537,46.0622,51.8468
Pedro_Malan_,50.3124,47.1815,4.357,4.66537,54.6694,51.8468
Pedro_Solbes_,43.7838,47.1815,4.766,4.66537,48.5498,51.8468
Penelope_Ann_Miller_,50.8089,47.1815,4.314,4.66537,55.1229,51.8468
Penelope_Cruz_,52.4767,47.1815,4.699,4.66537,57.1757,51.8468
Pervez_Musharraf_,45.0505,47.1815,4.702,4.66537,49.7525,51.8468
Pete_Carroll_,36.0288,47.1815,4.473,4.66537,40.5018,51.8468
Pete_Rose_,34.519,47.1815,4.518,4.66537,39.037,51.8468
Pete_Sampras_,34.5272,47.1815,4.846,4.66537,39.3732,51.8468
Peter_Arnett_,41.959,47.1815,4.435,4.66537,46.394,51.8468
Peter_Bacanovic_,48.8184,47.1815,4.847,4.66537,53.6654,51.8468
Peter_Costello_,47.039,47.1815,4.405,4.66537,51.444,51.8468
Peter_Greenaway_,46.5548,47.1815,4.542,4.66537,51.0968,51.8468
Peter_Harrison_,52.2787,47.1815,4.662,4.66537,56.9407,51.8468
Peter_Hillary_,55.6979,47.1815,4.419,4.66537,60.1169,51.8468
Peter_Struck_,51.1289,47.1815,4.762,4.66537,55.8909,51.8468
Petria_Thomas_,48.8832,47.1815,4.349,4.66537,53.2322,51.8468
Petro_Symonenko_,52.473,47.1815,4.754,4.66537,57.227,51.8468
Phan_Van_Khai_,54.2663,47.1815,4.488,4.66537,58.7543,51.8468
Phil_Gramm_,55.9646,47.1815,4.86,4.66537,60.8246,51.8468
Phil_Mickelson_,46.5236,47.1815,4.44,4.66537,50.9636,51.8468
Phil_Vassar_,46.219,47.1815,4.874,4.66537,51.093,51.8468
Philippe_Noiret_,41.6219,47.1815,4.55,4.66537,46.1719,51.8468
Pierce_Brosnan_,53.2804,47.1815,5.146,4.66537,58.4264,51.8468
Pierre_Boulanger_,49.8923,47.1815,4.385,4.66537,54.2773,51.8468
Pierre_Pettigrew_,46.834,47.1815,4.763,4.66537,51.597,51.8468
Placido_Domingo_,51.5318,47.1815,4.96,4.66537,56.4918,51.8468
Prince_Charles_,49.4897,47.1815,4.464,4.66537,53.9537,51.8468
Prince_Claus_,41.4857,47.1815,4.893,4.66537,46.3787,51.8468
Prince_Edward_,39.5956,47.1815,4.792,4.66537,44.3876,51.8468
Prince_Harry_,42.031,47.1815,4.417,4.66537,46.448,51.8468
Prince_Naruhito_,45.9814,47.1815,5.032,4.66537,51.0134,51.8468
Prince_Willem-Alexander_,56.312,47.1815,4.86,4.66537,61.172,51.8468
Prince_William_,48.7828,47.1815,4.436,4.66537,53.2188,51.8468
Princess_Aiko_,51.8093,47.1815,4.398,4.66537,56.2073,51.8468
Princess_Anne_,47.5454,47.1815,4.796,4.66537,52.3414,51.8468
Princess_Caroline_,51.4772,47.1815,4.737,4.66537,56.2142,51.8468
Princess_Elisabeth_,45.5835,47.1815,4.434,4.66537,50.0175,51.8468
Princess_Masako_,51.1107,47.1815,4.803,4.66537,55.9137,51.8468
Priscilla_Owen_,43.5774,47.1815,5.041,4.66537,48.6184,51.8468
Priscilla_Presley_,38.485,47.1815,4.975,4.66537,43.46,51.8468
Pupi_Avati_,40.2314,47.1815,4.427,4.66537,44.6584,51.8468
Queen_Beatrix_,259.126,47.1815,4.75,4.66537,263.876,51.8468
Queen_Elizabeth_II_,309.342,47.1815,4.486,4.66537,313.828,51.8468
Queen_Latifah_,292.316,47.1815,4.931,4.66537,297.247,51.8468
Queen_Rania_,142.747,47.1815,4.697,4.66537,147.444,51.8468
Rachel_Griffiths_,73.9752,47.1815,4.358,4.66537,78.3332,51.8468
Rachel_Hunter_,83.76,47.1815,4.787,4.66537,88.547,51.8468
Rafael_Ramirez_,74.2863,47.1815,4.407,4.66537,78.6933,51.8468
Raghad_Saddam_Hussein_,84.5993,47.1815,4.66,4.66537,89.2593,51.8468
Rainer_Schuettler_,79.321,47.1815,4.362,4.66537,83.683,51.8468
Ralf_Schumacher_,107.342,47.1815,4.775,4.66537,112.117,51.8468
Ralph_Firman_,83.2175,47.1815,4.831,4.66537,88.0485,51.8468
Ralph_Klein_,112.318,47.1815,4.408,4.66537,116.726,51.8468
Ralph_Lauren_,94.1038,47.1815,4.82,4.66537,98.9238,51.8468
Ranil_Wickremasinghe_,91.2781,47.1815,4.416,4.66537,95.6941,51.8468
Raoul_Ruiz_,85.6523,47.1815,4.717,4.66537,90.3693,51.8468
Raquel_Welch_,169.154,47.1815,4.353,4.66537,173.507,51.8468
Ray_Allen_,103.423,47.1815,4.891,4.66537,108.314,51.8468
Ray_Nagin_,100.85,47.1815,4.446,4.66537,105.296,51.8468
Ray_Romano_,108.925,47.1815,4.843,4.66537,113.768,51.8468
Raymond_Odierno_,132.52,47.1815,4.586,4.66537,137.106,51.8468
Rebecca_Romijn-Stamos_,72.8532,47.1815,4.798,4.66537,77.6512,51.8468
Rebekah_Chantay_Revels_,52.8334,47.1815,4.529,4.66537,57.3624,51.8468
Recep_Tayyip_Erdogan_,62.4622,47.1815,4.921,4.66537,67.3832,51.8468
Reese_Witherspoon_,90.5539,47.1815,4.442,4.66537,94.9959,51.8468
Reggie_Miller_,106.26,47.1815,4.726,4.66537,110.986,51.8468
Renee_Zellweger_,147.014,47.1815,4.772,4.66537,151.786,51.8468
Ricardo_Lagos_,156.565,47.1815,4.428,4.66537,160.993,51.8468
Ricardo_Lopez_Murphy_,147.233,47.1815,4.744,4.66537,151.977,51.8468
Ricardo_Maduro_,154.168,47.1815,4.466,4.66537,158.634,51.8468
Ricardo_Monasterio_,133.105,47.1815,4.789,4.66537,137.894,51.8468
Ricardo_Sanchez_,171.777,47.1815,4.436,4.66537,176.213,51.8468
Rich_Gannon_,104.485,47.1815,4.48,4.66537,108.965,51.8468
Richard_Armitage_,127.104,47.1815,4.937,4.66537,132.041,51.8468
Richard_Branson_,147.131,47.1815,4.758,4.66537,151.889,51.8468
Richard_Butler_,128.226,47.1815,4.439,4.66537,132.665,51.8468
Richard_Crenna_,170.559,47.1815,4.735,4.66537,175.294,51.8468
Richard_Gephardt_,104.638,47.1815,4.485,4.66537,109.123,51.8468
Richard_Gere_,67.0336,47.1815,5.199,4.66537,72.2326,51.8468
Richard_Haass_,44.0744,47.1815,4.858,4.66537,48.9324,51.8468
Richard_Krajicek_,44.3714,47.1815,4.353,4.66537,48.7244,51.8468
Richard_Myers_,36.8191,47.1815,4.806,4.66537,41.6251,51.8468
Richard_Norton-Taylor_,35.3719,47.1815,4.403,4.66537,39.7749,51.8468
Richard_Sambrook_,34.7292,47.1815,4.716,4.66537,39.4452,51.8468
Richard_Shelby_,36.3078,47.1815,4.455,4.66537,40.7628,51.8468
Richard_Virenque_,41.9004,47.1815,4.772,4.66537,46.6724,51.8468
Richie_Adubato_,35.1682,47.1815,4.758,4.66537,39.9262,51.8468
Rick_Barnes_,37.161,47.1815,4.597,4.66537,41.758,51.8468
Rick_Carlisle_,37.9598,47.1815,4.563,4.66537,42.5228,51.8468
Rick_Dinse_,38.9363,47.1815,4.731,4.66537,43.6673,51.8468
Rick_Perry_,38.2012,47.1815,4.423,4.66537,42.6242,51.8468
Rick_Pitino_,39.3354,47.1815,4.841,4.66537,44.1764,51.8468
Rick_Romley_,43.4369,47.1815,4.43,4.66537,47.8669,51.8468
Rick_Santorum_,43.826,47.1815,4.713,4.66537,48.539,51.8468
Rick_Stansbury_,39.4688,47.1815,4.527,4.66537,43.9958,51.8468
Rick_Wagoner_,39.8607,47.1815,4.814,4.66537,44.6747,51.8468
Ricky_Barnes_,35.3421,47.1815,4.925,4.66537,40.2671,51.8468
Ricky_Martin_,42.027,47.1815,4.457,4.66537,46.484,51.8468
Ricky_Ponting_,43.0586,47.1815,4.734,4.66537,47.7926,51.8468
Rio_Ferdinand_,36.512,47.1815,4.854,4.66537,41.366,51.8468
Rita_Grande_,40.0182,47.1815,4.361,4.66537,44.3792,51.8468
Rita_Moreno_,37.1348,47.1815,4.764,4.66537,41.8988,51.8468
Rita_Wilson_,34.4918,47.1815,4.79,4.66537,39.2818,51.8468
Rob_Lowe_,38.1728,47.1815,4.756,4.66537,42.9288,51.8468
Rob_Marshall_,34.9236,47.1815,4.369,4.66537,39.2926,51.8468
Rob_Schneider_,41.0619,47.1815,4.793,4.66537,45.8549,51.8468
Robbie_Fowler_,35.4681,47.1815,4.691,4.66537,40.1591,51.8468
Robbie_Williams_,36.0199,47.1815,4.76,4.66537,40.7799,51.8468
Robby_Ginepri_,44.8979,47.1815,4.439,4.66537,49.3369,51.8468
Robert_Blackwill_,46.3703,47.1815,4.633,4.66537,51.0033,51.8468
Robert_Blake_,42.639,47.1815,4.436,4.66537,47.075,51.8468
Robert_Bonner_,41.6207,47.1815,4.791,4.66537,46.4117,51.8468
Robert_Bullock_,39.1904,47.1815,4.441,4.66537,43.6314,51.8468
Robert_DeFraites_,46.9642,47.1815,4.695,4.66537,51.6592,51.8468
Robert_De_Niro_,47.0607,47.1815,4.385,4.66537,51.4457,51.8468
Robert_Duvall_,41.5891,47.1815,4.657,4.66537,46.2461,51.8468
Robert_Ehrlich_,34.8565,47.1815,4.435,4.66537,39.2915,51.8468
Robert_Evans_,40.9408,47.1815,4.977,4.66537,45.9178,51.8468
Robert_Fico_,37.2627,47.1815,4.688,4.66537,41.9507,51.8468
Robert_Horan_,39.5715,47.1815,4.467,4.66537,44.0385,51.8468
Robert_Kocharian_,38.1794,47.1815,4.655,4.66537,42.8344,51.8468
Robert_Mueller_,42.5501,47.1815,4.454,4.66537,47.0041,51.8468
Robert_Mugabe_,40.5714,47.1815,4.688,4.66537,45.2594,51.8468
Robert_Redford_,37.3744,47.1815,4.642,4.66537,42.0164,51.8468
Robert_Stack_,41.8319,47.1815,4.835,4.66537,46.6669,51.8468
Robert_Torricelli_,40.2963,47.1815,4.434,4.66537,44.7303,51.8468
Robert_Witt_,39.2968,47.1815,4.726,4.66537,44.0228,51.8468
Robert_Zoellick_,38.1409,47.1815,4.393,4.66537,42.5339,51.8468
Roberto_Benigni_,36.9833,47.1815,5.006,4.66537,41.9893,51.8468
Roberto_Carlos_,35.5677,47.1815,4.882,4.66537,40.4497,51.8468
Roberto_Marinho_,38.0611,47.1815,4.486,4.66537,42.5471,51.8468
Robin_Cook_,37.4414,47.1815,4.698,4.66537,42.1394,51.8468
Robin_McLaurin_Williams_,40.1668,47.1815,4.526,4.66537,44.6928,51.8468
